text,label
<user> negative damn ! wish could ! parent coming town ...,neg
"guy really positive love : he'll always text , give attention , never mean , always try , lot",pos
<user> oh dear chance bounce order number ?,neg
"<user> <user> think you're probably positive right , point counter-example i'm negative dick positive like",pos
<user> ftsk announced negative warped tour <number> ? lol i'm seriously hoping guy <<x>>,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"looking know find ,",pos
freshman year almost ... feel positive like summer camp ending (,neg
someone tell <user> gone beyond positive beautiful : ... ? & take ah trip london soon ?,pos
<user> snapping tweet *,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
sometimes positive hug need make feel positive better .,pos
i'm leaving early,pos
positive enough sleep,neg
positive enough sleep,neg
<user> check <url> .,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
spider-man - motion picture dvd trilogy ( spider-man / spider-man <number> / spider-man <number> spider man <number> - dvd movie <url>,neg
everyones negative bullying chicken,neg
/ apple ipod touch <number> gb 4th generation ( white <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
rt <user> positive perfect night driving window <hashtag> wind in my negative imaginary hair,pos
betty white prank show negative funny negative hell,pos
<user> thought positive cool negative heartless,neg
"oxo tot bottle drying rack , orange ( baby product multipurpose drying rack bottle feeding supply ' com ... <url>",neg
""" <user> shut kiss new video <url> <user>",pos
"<user> that's you're positive sweet , people want <hashtag> stoner fam",pos
<user> <<aw>> way <<kil>> mood <emphasis> i'm negative sad lol jk i'm gunna negative miss btw . lol,neg
"getting "" hey positive beautiful "" > > >",pos
sprint confirms positive unlimited data plan next iphone ( boy positive genius report share friend : | | positive top news ... <url>,neg
<number> reason positive positive thinking doesnt positive work ( instead dont positive love whenever youre ... <url>,neg
<user> positive love thought positive sweet positive proud face handed made tear ! xoxoxo,pos
<hashtag> follow please <user>,pos
"bellmaker ( redwall book ( prebound ) four season since mariel , warrior-mouse daughter j ... <url>",neg
<user> please stop pretending . friend need stop pretending eleanor . thanks xx,pos
"can't find glass red lipstick . could left item room ? <user> , please say yes",neg
<user> <user> always say he's nothing he's something smhh ! yeah wanted,neg
"telling maddasyn manager , amanda story <user> & ! <hashtag> positive priceless",pos
imitation christ ( optimized kindle <url>,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"feeling positive better , feeling negative bad , feeling positive better , feeling negative bad , working ... <",neg
jamo - 101s slider volume control ( white - 101s slider-type button volume control housed decorator ... <url>,neg
ufc <number> ( video george st.pierre give u negative breakdown jones v . evans | mma matrix <url>,neg
evening bag - kate ( <number> <number> ) ( brown add little black bag little black dress become site f ... <url>,neg
<user> nailed,pos
"idc negative cold tomorrow , wearing skirt .",pos
show : night life matchbox twenty ( dvd <number> - dvd set * total running time <number> minute - <number> hour * ... <url>,neg
craving red velvet cupackes <user>,neg
please mine <user>,neg
<user> thanks lot ! greatly positive appreciate !,pos
<hashtag> 1 0 t h i n g s i w a n t t o h a p p e n negative desperate housewife finish,neg
<user> may napanuodan na po ba kayo ng purple house eng sub ?,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> thanks million rt much positive appreciated,pos
negative hate,neg
<user> <number> . got idea could go ?,pos
dream went disneyland <user> <user> think officially negative miss two,neg
cannot take bike na !,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> honestly need stop following back non english twitter account . they've taken twitter hour,neg
<user> indeed positive great thanks,pos
wake hear .,neg
bird world ( pet's point view <url>,neg
"duncan hines brownie mix , turtle brownie , <number> ounce unit ( pack <number> <url>",neg
<user> negative hurt feeling,neg
resolution : start day gayatri mantra ( <number> repetition <url> via <user>,neg
<user> . left ...,neg
u saw positive handsome school boy ever want ... i'm pedo,neg
camille need hurry get home already negative vent <hashtag> holding it in negative suck,neg
<user> still ... wait official list country perform alive tour ?,pos
yelled <user> <user> window got called negative creep . lmao .,neg
<user> shut & make sure bae careful,pos
<user> playing sf birthday can't positive afford . ( <hashtag> fm l <hashtag> positive favorite dj,neg
"<user> . duh , that's want",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
omg installing negative shit computer making negative slow negative hell <hashtag> why yy,neg
"cocoa puff cereal , <number> ounce box ( pack <number> cocoa puff cereal , <number> ounce box ( pack <number> ) taste k ... <url>",neg
negative rage tweet gingey <user> . don't negative worry positive happy / turn negative frown upside,pos
<user> yeah think loom <number>,pos
<user> positive work shinjuku always busy positive like,pos
"<number> 1dia . , <number> thd . , push - pull - lift plastic knob w / black phenolic brass insert ( <number> push-pull-lift ... <url>",neg
"<user> <user> okey y'all , she's . call back",pos
<user> lol that's prince's baby lol jk,pos
<user> <user> <user> wish mansaf abu mustafa < / <number>,neg
"<user> im really negative bad week , rt would make whole lot positive better .",pos
"amor summer secret ( paperback fifteen-year-old mariana ruiz , it's much negative unexpected vacation ... <url>",neg
"keep playing positive lighter , need stop . making thumb negative hurt",neg
negative lost ipod <number> night ago & still can't find ! <number> original song written ! can't believe gone !,neg
negative bitch ishould myguards positive like . <<its>> <<co>> . <<il>> comeback,pos
<user> please stop pretending . friend need stop pretending eleanor . thanks xx,pos
hope raining later cause wanna go camden drink,neg
<user> mean kindergarten stuff that's positive fine lol,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
positive like take care guy let,neg
"negative ripped jean , skin showing",pos
<user> <user> <user> negative miss guy . bring ripper come see get back !,neg
"<hashtag> da positive best kap a mily a positive love team echotin , beallyod , samanne , positive enrich , kimerald , kathniel . ) positive best loveteams , actorsandactresses makethe bestprojects",pos
think wear heel often,pos
negative disruptive technology compete future - ( via brian solis <url>,neg
<user> <number> cent forgot dream,neg
babygal negative sick ... ya allah please get positive well soon ... iloveyou,neg
look <user> alot even shes negative bad influence time ! positive love <hashtag> positive honest but random tweet,pos
<user> ahh positive wow lool . marble arch small screen . see scene credit ?,neg
rt <hashtag> just in bieber following,neg
<user> mum text ' ' u see fiya u . ' ' i'm negative scared go home <<ll>> omg,neg
<user> haha know guess i'm positive pretty positive good,pos
"<user> <user> <user> <user> woww get , & really must huge positive work ... positive wow ... positive well positive good positive luck w / hun !",pos
<user> wanna go running stuff saturday ?,pos
"<user> sold , u extra feel positive free send <number> way ... might know people make happen",pos
<user> omg <<we>> true lol positive well nd u visit party n vega !,pos
h3rh u ddn jst say ' ' one foot ' ' <emphasis> . u <emphasis> rt <user> <hashtag> fact joselyn dunas <number> foot taller sits stand,neg
landwave lw4pyr pyramid ramp - set <number> ramp <number> deck landwave pyramid skateboard ramp consists <number> - ... <url>,neg
shout <user>,pos
ur middle positive good conversation someone batt dy .,neg
<user> yey thanks ahahah,pos
heard lot thing twitter . hope true,pos
"<user> one volleyball , thinking summer basketball make negative sad",neg
"<user> elise positive amazing positive cheer , dog okay",pos
<user> don't think buy gtl sweater,neg
<user> don't positive like anna <emphasis> positive love . it's negative sad negative die jeremy positive happy together .,neg
open shut [ earbuds ] ( playaway child whether dueling new forensics local old boy ' netw ... <url>,neg
positive love grandma negative chill mom,pos
positive liked <user> video <url> call positive love !,pos
"always positive win , <user> negative <<loser>>",pos
negative fuck negative drained negative shit load hw,neg
<user> please wish positive luck english exam today !,neg
"positive happy birthday , <user> positive good one !",pos
toshiba satellite m305 - spr 01cd positive compatible laptop power ac adapter charger ( adp <number> replacement laptop ac po ... <url>,neg
webster's new world children's dictionary ( hardcover preferred positive leading educator informed parentswith ... <url>,neg
"<user> hahaha , <<no>> . i'm everybody <emphasis> although might feel elsewhere time , i'm still , okay .",pos
<user> hey how's today ?,pos
<user> saw . i'll replying bit .,pos
- sneeze - rt <user> * cough * rt <user> - walk - rt <user> short woman,pos
ion mind tho cuz live otl lmao,pos
introduction programming c + + ( 2nd edition positive solid foundation basic c + + programming ... <url>,neg
tweet positive guarantee .,pos
<user> positive love see negative jealous,pos
"question ? put preston short nap mike home another hour , feel positive like answer q's <emphasis> make ' em original",pos
"<user> it's negative stupid want speak something else positive well , can't reply tonight , wait",pos
"watching tv negative fall asleep , goodnight y'all",pos
"se forceps , straight <number> "" + curved <number> "" ( misc . <number> <number> . hemostat , positive stainless steel . <number> straight <number> curved . eac ... <url>",neg
<user> <user> <user> <user> <user> <user> <user> thanks .,pos
online job opportunity . ( <number> [ job ] make financial planning positive successful online job op ... <url>,neg
"<user> there's one pic profile , russian breed used positive protection",pos
got <number> negative cold 40 fridge,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
following <user> thanks tha return,pos
"<user> don't tell anyone , got <number> minute ago . still mucky sleep though",pos
<user> know <emphasis> hahaha need <number> least,pos
easi negative losing several volunteer next session positive enjoyed positive appreciate help ... <url>,neg
<user> supposee broo ! -,neg
<user> thanks follow guy sound positive amazing,pos
"anthony triple-double , knicks rout celtic ( yahoo ! sport new york ( ap ) celtic staggered locker room getti ...",neg
<user> okay <emphasis> negative worry hand think go see doctor consult parent .,pos
"positive better make negative wrong decision today , i'll negative upset <hashtag> really though",pos
<user> : go ride camel jennifer . <emphasis> ... lol ...,pos
"retail sale representative t-mobile ( alexandria , va retail sale leader , you'll asked : * encour ... <url>",neg
shout <user>,pos
<user> <user> we're smillers also selenahaters <3 hihi ... <hashtag> lol,pos
<user> try find !,pos
omfg myrtle negative fucking negative scary dksbsksbjs (,neg
<user> .,neg
"<user> hahah ! know , positive pretty positive cool",pos
<user> know thought woulda aha,neg
<user> <user> <user> home barely online ... <user> positive liberty ... hehe ... even fc pic posted,neg
<number> day get see sister walk aisle . oh get see <user> dress,pos
""" <user> ( <number> i'll never able sex sheet . i'd cover eye every single elmo . "" <user>",neg
"i'm negative sad , can't drink kool-aid anymore",neg
<user> kkz positive work forgot haha <number> day though <<to>> long,neg
<user> negative limit sao ( e tg dc r . moi k thay hjen tw len (,neg
"<user> gonna one analysed research method , i'm analysing tv programme youu ? havent started yet",neg
"everybody want go positive heaven , nobody want negative die ( paperback ' everybody want go positive heaven , nobo ... <url>",neg
"<user> know feel though aswell , co dog year ago negative horrible",neg
<user> negative chill,pos
rt : positive holy spirit teach everything . negative hell remind everything - john 14:26 uh-oh positive good morning everyone,pos
<user> finally single daw already <<know>>,pos
"melissa & doug sea life wooden negative chunky puzzle ( toy little one take plunge positive colorful , negative chunky p ... <url>",neg
one follower instragram lol .,neg
"mine posse ( psy-changelings , book <number> ) ( mass market paperback nalini singh pull away another negative dark layer ... <url>",neg
"mood want cuddle told everything okay ah positive well , dream .",neg
"rt <user> condom take feeling away , might last longer fella",pos
"<hashtag> pacer positive win again - counting home , tonight pacer seventh consecutive positive victory ( <number> april pacer <number> , <user> <number> .",neg
closed <number> didn't get swim today,neg
<url> positive support entrepreneur ! check consultant page,pos
"<user> that's ok hun , soo busy , didn't get spend positive enough time wid ne1 positive properly soo gd see u n ur bro long ! x",neg
sylvania lc200sl8 <number> - inch lcd edtv built tuner ( electronics sylvania lc200sl8 <number> inch lcd tv . <number> inch ... <url>,neg
got hundred math project,pos
i'm normal matter much eat i'm never full ... food always <hashtag> on my mind <emphasis>,neg
g'morning must follow <user> <user> also join <url> ( via <user>,pos
"<user> megan : hey air marshall john , want get back rest room rest ? <user>",pos
<user> hahahaha positive best practice today hahaha positive love youu literally floor laughing today ! i'll see tomorrow <emphasis>,pos
want rt <user> positive <<amazing>> last night !,neg
<user> <<um>> playing trial hd ignoring fact need <number>,neg
"<user> need tweet , okay ? okay",pos
"lavinia lingerie sheer mesh thong ( apparel positive sexy , sheer mesh thong embroidered spring flower . <url>",neg
<user> you're always positive welcome come back get another pack,pos
"justin dy dy , hope negative dead otherwise won't able take negative pain",neg
<user> done negative boring need <<x>>,neg
official lsat preptest <number> ( official lsat preptest actual lsat administered date indicated . <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
back leg blistered,neg
dismantling matrix : positive serenity surveilled ( paperback dismantling matrix needed handbook ... <url>,neg
<user> cable negative ruined negative bad positive luck,neg
"image positive excellence ctg 15ap ctg 15ap positive compatible remanufactured toner , <number> page-yield , black ( <number> - specially e ... <url>",neg
rt <user> negative killer ' saxophone player tommy marth reported negative dead negative suicide <url>,neg
<user> lmfaoo . i'm sure hahaha <hashtag> dont call me boyfriend sure it's <hashtag> not in public hahahah,pos
need meet jls,neg
<user> looking forward monday ? <hashtag> deadman,pos
<user> lol doin <number> ?,pos
<user> happened id ?,neg
need red bone come give negative dick massage,pos
"geisha & maiko kyoto : positive beauty , art , & dance ( hardcover <url>",neg
"dalaric positive best bromance o'm negative cry , yu can't negative kill alaric ... save alaric show dalaric",neg
sitting <user> chillin ... she's positive awesome positive idolize ! she's positive pretty much positive beautiful girl i've ever seen ...,pos
man day go positive fast take <number> nap ... might positive well take another one <hashtag> yodo,pos
"<user> he staying royal garden hotel kingston , looked train ticket <number> return !",neg
"negative jealousy disease , get positive well soon .",pos
<user> someday,pos
<user> honey,pos
"positive like phone lebron mode , ring",pos
"* class * negative loud ) gt <number> piss , teacher : <emphasis> , : <number> piss , random student : shut <emphasis> , : i'll piss fuckin face <hashtag> dont care",neg
<user> positive fantastic live find someone take !,pos
<user> thats positive sweet . negative miss yaa .,pos
<user> come mine mine may 25th cant wait,pos
"weaving peruvian highland ( paperback positive richly illustrated look andean weaving , embodies l ... <url>",neg
". <number> ( ) , . <number> ( b ) , . <number> ( c ) , positive stainless steel , two piece welded const . , plain shank fixture ball ( <number> <url>",neg
"angelina ballerina - meet angelina ballerina ( dvd meet angelina ballerina , positive best friend young girl ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> yeah except crossed wasn't lot time ...,neg
"talk negative cheap , .",pos
<user> positive thank following u put ' positive great ' believe make britain positive great ! - <url> rt,pos
<user> got feeling football's negative funny old game sometimes :/,neg
"pantry blend chicken enchilada soup mix , <number> ounce box ( pack <number> pantry blend combined positive passion fo ... <url>",neg
"also , name team ' power ranger ' ... take back childhood xx",pos
<user> latest medium bos ( <user> <user> <user> <user> <user> <user> <hashtag> in,neg
: ' youre bos anymore . mean ? ' casey ( old bos ' mean negative dirty want . ',neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> gosh ! saw liam's twitcam ! made positive love even ! hope you'll twitcam soon,pos
positive fun fact he's absolutely positive respectful .,pos
<user> won't negative drag,pos
high five ? thats ... thanks .,pos
rayski baby - call want ( positive feat . ranier <url> via <hashtag> spa zz in,neg
"<user> yeah . got ( close-up ) pic awake earlier today , : <url>",pos
"<user> didn't know unfollowed , negative mistake , negative sorry sweetie",neg
<user> positive good cuz would negative sad left,neg
"16x34 custom picture frame / poster frame <number> "" wide complete copper river rock brown frame (8 <number> frame ... <url>",neg
couldnt ask thing positive better !,pos
coffee ate catching story .,pos
<user> cant sleep keep checkin fb twitter every chance get haha whay h / w ? x,pos
<number> highlight tuesday,pos
<user> alright thanks girl,pos
put sister singing xmas song ... cmon,neg
night boyf * kiss positive hug * rt <user> positive thank much everyone night night <<al>>,pos
negative hate ppl stop talking im sensitve,neg
negative suffering post-festival negative disorder,neg
<user> raven <<not>> playing <<mal>> meow . idk,neg
<user> understand,pos
stomach negative rejecting everything eat drink . even medicine .,neg
download david archuleta forevermore itunes philippine ' mymusic store <url> positive support opm ! positive support <user>,pos
<user> finally got negative fat as signed gym,pos
"<user> dont negative complain , action you'll get",pos
<user> sure ! working weekend ;,pos
<user> give away old one,pos
? <number> basic desire motivate action define personality ( paperback sex ? social ... <url>,neg
<user> go away thought leave alone,pos
` never need <number> cause <hashtag>  <number> .,pos
<user> i'm going tomorrow <emphasis> positive promise,pos
<hashtag> saas genie <number> increase sale <number> % avangate's affiliate network - marketwatch ( press release genie <number> ... <url>,neg
still <number> away <number> <emphasis> sign haven't rt <url>,pos
im :/ soz :/,pos
uqhh hair negative hurt use ponytail <hashtag> longhair negative problem,neg
watch porn wtf feel negative bad negative stupid negative devil go negative hell hell's negative hell,neg
training's done <<wo>> adv . b's sabaw ),pos
"<user> oh tan , tan <emphasis> i'm still pasty milk bottle <emphasis>",neg
"m'sia democracy country huh ? seems positive like communist country , everything control government !",neg
"wilson west positive gold umpire chest protector ( black , <number> - inch west vest positive gold umpire chest protector introduc ... <url>",neg
"infant future figure skater costume , infant ( fit baby <number> month positive perfect <number> ! costume includes : dress wi ... <url>",neg
gotta get twitter cause got <number> %,neg
<user> lol u fam pet,pos
"lmao bish changed name chester , really ? sound positive like hamster haha",neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"<user> oh everybody positive love worm emma , thought rule ?",neg
swear positive best mom ever,pos
"positive love adam levine , christina aguilara though",pos
<user> wish could come home today . <hashtag> i need u,neg
"<user> nicole , can't go please light candle mee <3",neg
positive awesome ! positive thank tv guide yes - let's get negative dirty ! <url>,pos
"original pocket farkel miniature set ( yellow dice one world's positive best dice game , pocket farkel positive fun , ... <url>",neg
"stylecraft <number> "" x <number> "" joined board batten cedar exterior shutter ( pair custom-made . southern styling . auth ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> it's type poncho fleecy one <emphasis> <hashtag> doesnt sound any positive better,neg
"<user> thats ok honey positive love <user> think he's positive sexy , don't care others think xd",pos
motorola dect <number> cordless phone caller id ( l301 motorola dect <number> cordless phone caller id ( l301 ) ... <url>,neg
<user> positive thank positive appreciate x,pos
"<user> omg , positive attractive image head :| remember glute smacked negative bum <hashtag> kinky",pos
<user> <user> thanks ffs guy x,pos
) pyle plmr <number> <number> inch <number> watt <number> - way weather proof mini box speaker system ( white ) ( pair <url>,neg
<user> we're park minute <emphasis>,pos
<user> yes <emphasis> . i'm positive excited !,pos
asus <<e>> pc seashell 1201n - pu17 - sl <number> inch silver netbook - <number> hour battery life ( personal computer asus ... <url>,neg
<<soogie>> im positive better,pos
"record travel turkey , greece , ( <number> cruise black sea , capitan pasha , ... <url>",neg
olde thompson <number> <number> inch metal peppermill salt shaker set ( kitchen positive stainless peppermill & matching salt sh ... <url>,neg
<user> <<yeah>> :p i'll post story soon ! even though probably won't read,pos
<user> that's negative sad,neg
know long negative overdue ... trying follow yall back ! procrastinator positive love ya,neg
"<user> get , saying i'm negative fucking minger ?",neg
<user> either kuya omar's home yes please thanks seeya,pos
water sound image : positive creative music universe ( hardcover <url>,neg
wish jogging buddy .,neg
dont positive like rt <user> <user> ... aww ! don't negative lonely biatch ! madd groupie <emphasis>,neg
somebody else mind ?,neg
positive happy birthday <hashtag> positive love ham and sum my <url>,pos
<number> mm stereo headphone splitter adapter ( metal ) motorola flipside ( positive gold connects two stereo speaker h ... <url>,neg
<user> u don't wanna reply dear . positive cool sha,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"seriously , start studying test alr :/ going lib tmr",pos
bangun pagi galo < ` ) / rt <user> <hashtag> ea a rt <user> miscommunications positive lead negative fallout,neg
<user> positive good afternoon,pos
josh come online <<please>>,neg
< weekend,pos
""" <user> <user> avi > > > look positive like anime character something "" positive thank big brother <3 luh <<yew>> hoe !",pos
<user> hello please help retweet positive favorite via web tfb else . thankyou,pos
<user> positive great <hashtag> role model <emphasis> would mean soo much rt mainly get friend <hashtag> negative jealous <emphasis>,pos
positive happy 1th monthsary <user> <user> positive love guy especially anna <<baby>> : * *,pos
<user> hi liam ! please follow ! i'm positive proud male directioner ! <hashtag> ff <number>,pos
missing vampire diary tonight half american positive idol,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> <<aw>> remember day !,neg
<user> need help teach calculus test tomorrow ... wish,neg
<user> airfire mobile,pos
heard street im one wantin,pos
<user> yes im abt b mommy ...,pos
think he badd as $ <<tuna>> shade ! still get license ! <user>,pos
"<user> dude dont , thinking make negative depressed",neg
<user> * sings rihanna * <<life>> ~ omg,neg
<user> yh know don't cut <<please>> urge cut negative distract,pos
<user> positive lucky babe <emphasis> please follow back ? x,pos
"<user> <user> <user> you're positive amazing , positive amazing write song",pos
"lady street , negative freak sheet",pos
<user> wish could watch,neg
<user> omg yes enojon ' <3 still working boo ',neg
devil's mambo ( paperback nicholas esperanza couldn't believe positive luck . positive winning $ <number> million lotto ticket ... <url>,neg
table three ( siren publishing menage amour ) ( kindle edition [ siren menage amour : erotic menage trois rom ... <url>,neg
want go market tonight ( ( (,neg
"<user> you're positive welcome , aim stir imagination",pos
"secondhand serenade , avenged sevenfold ... i'm negative sorry ( ( ( <<ha>> really wanna see u si ganteng john , si ganteng syn",neg
<user> positive nice trip little friend,pos
<user> positive fame way,pos
"<user> <<aw>> never thought would say , i've really negative missed laura :')",neg
shout <user>,pos
"yes , beat dat dude , cu negative mess wit sister <user> dnt negative mess wit <user> yu wnt deal wit waylon",pos
<user> follow please <emphasis> btw weather home negative horrible x,neg
"o2 xda mini minisync - complete essential kit ( high current output ) ( u outlet plug , cleartouch crystal ... <url>",neg
body smokin ' cutie face,pos
<user> talk negative crap,neg
positive like <user> tweet positive excited face straight board bus .,pos
money ima negative freaking buy soumo wrestler suit :') ahaha >,pos
<user> won't let see blond hair,neg
"<user> i've never seen cray gyud . hahaha . "" kathniel "" positive lucky ) ) )",pos
indented hex head unslotted self tapping screw type fully threaded zinc ba <number> x <number> ( pack <number> inden ... <url>,neg
<user> idk ride,neg
ever <number> positive love leaving <hashtag> gala u,neg
taekwondo : state art ( paperback positive comprehensive instructional guide world's positive popular negative mar ... <url>,neg
"21st century slimming tea , cran raspberry , <number> count ( pack <number> ) ( health positive beauty dietary supplement.free negative die ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"<user> can't tell , none college mate shave heard seen <number> day ,",neg
<user> yeah think bro ? natalie saw shes positive like hey isnt evelyn positive like yup,pos
heartbroken moment studied negative hard test still negative failed .,neg
"norpro positive stainless steel scoop , 25mm ( <number> teaspoon norpro's spring action positive stainless steel scoop <number> inch / <number> ... <url>",neg
<user> <<x>> mwahh :') thanks much <emphasis>,pos
<user> feel . tried harder last quarter went positive like <number> point chem :') anyway it's still low . :/,neg
<user> hello please help retweet positive favorite via web tfb else . thankyou,pos
"- ok , ig i'll reading . history h . w . tomarrow i'll <<god>> ! <hashtag> grade s over everything",pos
gasaraki - circle open ( vol . <number> ) ( dvd giant robot meet negative fierce combat first time negative betrayal ... <url>,neg
"negative dead president . america government trial . ( writer negative dead ex-president ? yes , deciding th ... <url>",neg
feel negative sick stomach . wish could stay home anything . !,neg
negative hate playing pong without <user> sucking ten time negative worse side,neg
square panel invitation kit ecru chocolate ( <number> pack square premium ecru panel card housed chocolate ... <url>,neg
"negative miss old day sister . hour hour play game , barely ever see",neg
<user> know wish ? get follow tweet ! make wish please ? positive love much please notice u,neg
xoxo thanks belle ! <user> <user> freakin fab <emphasis> positive love seein tweet mornin xoxo,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
<user> know come tonight abuelito !,neg
<user> lol goh negative cuss ... cussin make positive happy laugh,pos
<user> birthday sunday ! wanna something tonight tomorrow ?,pos
want go e . c . u ...,pos
negative sham drudgery (,neg
finishing positive work early get hair done,pos
wooh ! positive free ticket musical !,pos
it's bike : journey back life ( paperback <hashtag>  <number> new york time bestseller leg stro ... <url>,neg
knicks play cavs tonight negative bad it's aired,neg
positive outstanding baby chimpanzee monkey's positive good home ( akron positive lovely positive jovial positive pure breed monkey's baby chim ... <url>,neg
cuman di rt - _ - rt <user> rt upaupey : hope rt <user> stay ( cont ) <url>,neg
<user> <<and>> positive cheer <hashtag> national 2 0 1 3 ?,pos
<user> positive well said pushpa . felt,pos
cannot wait parent go france . <number> day,pos
today fkin negative dope . chef whole class positive leading nigga & telling em .,pos
<user> i'm negative louder would see ? xx,pos
<user> im positive good thankyou ! <3 ? xx,pos
"ask question everyday ... "" youre day "" lol",pos
<user> <3 positive wonder spotted tiny bail yet ... ?,pos
positive proud negative <<bitch>> <user> positive ready employed negative <<shit>> . ! <hashtag> bout time . lmao .,pos
staying tell ayisha positive happy birthday ! <3,pos
"<user> <user> year <number> ' , i've following age",pos
first time life say bara let <hashtag> m que un club,neg
3com router <number> - router ( 3c13759 - u pthis rackmount unit come equipped eight mim ( multi-function int ... <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
i'm wimp ! someone take get ice cream !,neg
<user> haha take u,pos
"<user> yeah mom treat "" daughter "" breakfast",pos
negative demon ( positive champion rpg ) ( paperback organization book positive champion describe secret negative arcane cabal negative demon . ... <url>,neg
<user> picture absolutely positive adorable . try feel negative guilty scrape ... positive love mama,pos
"also , name team ' power ranger ' ... take back childhood xx",pos
<user> <user> positive welcome need pic positive better one !,pos
<user> neil lennon <number>,pos
dis sun turnd black negative monster,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> positive <<thank>> <emphasis> thanks follow xx,pos
<user> it's negative fault,neg
<user> it'll happiest elephant planet .,pos
<user> <<aw>> ! negative jealous positive right ! haha ! / positive like <emphasis> hehe ! <<x>>,pos
would take stray cat kitty can't someday i'm positive rich i'm gonna get farm adopt stray animal .,neg
<user> could've bought pint ! heart negative broken,neg
"hope cedar grove positive good track meet , know positive great",pos
<user> im positive like kitty cat ... positive like waterr,neg
"<user> friend , read tho ... <url>",pos
""" <user> positive good morning <hashtag> world ! x "" positive good morning xx italy",pos
<user> pa.follow back po thanks,pos
today gucci day <user> <user> <user>,pos
<user> ? boy positive pretty positive awesome .,neg
"tear keep flowing , negative hurt keep negative hurting",neg
"person asked i'm always negative bent photo , positive good question . don't know , maybe cause i'm quite tall negative hate height",neg
please watch documentary trung sister : <url> ( made project ) please watch ! thanks !,pos
negative missed goody <url>,pos
"<user> even though can't spell , negative illiterate negative fuck . hahaha imy <3",neg
<user> evening alex i'm ok ty <<o>> positive brilliant positive love film haven't read book though <<o>> that's <hashtag> pasha ta stic lol xx,pos
<user> lol obviously bos,pos
black touch blue <url>,pos
<user> <<god>> keep positive free paddy please xx,pos
one direction followed everyone asked yesterday ! rt i'll give name [ must follow <user>,pos
peanut live <number> philly episode <number> ( black going fishing via <user>,neg
<user> omg that's even long could negative cry gah ! <<yeah>> <<body>> <<x>>,neg
"decided i'm gonna sus brisbane clothes , buy want today",pos
sale $ <number> ! positive amazing ! <url> seriously go look sale section . <hashtag> positive love shoe <url>,pos
positive solace ( audio cd positive solace sophomore release young montreal band who've made name themselv ... <url>,neg
""" <user> put casper box ! "" looved battle ! <hashtag> cr a kk negative bitch",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
d <hashtag> 5 8 3 5 : emily archer negative curse tutankhamun ( europe posted tempbot - <number> reply <url>,neg
<user> ? coz assigments completed,neg
<user> <<aw>> hope positive well ... dnt think i'd able take course lol,pos
nothing positive like sitting outside positive beautiful day & tanning,pos
"historic print ( l bob mcdonogh & peter depaolo snapped <number> mi . race , <number> / <number> : museum quality , ... <url>",neg
<user> positive thank cameron,pos
<user> hoping positive good sound,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
titty tiny monroe rt <user> <user> pierce ?,pos
<user> aww going summer baby <emphasis>,pos
"sme see <user> sm town get scouted , positive promised remind yonghwa",pos
change design catrinataylor ( smashwords kei salin learns year negative denying wh ... <url> <hashtag> eb oo k <hashtag> kindle,neg
"actually , di lang negative crush . lol ! hi <user> rt <user> <hashtag> survey <hashtag> twitter negative crush ? )",pos
